respondent_id,date_created,date_modified,"¿Para qué tipo de empresa trabaja?Se considera como empresa colombiana a las empresas que fueron constituidas en Colombia primero, o que los fundadores son de Colombia. Las empresas con sede en Colombia, pero nacidas en otro país no cuentan como empresas colombianas.",La empresa para la que usted trabaja se dedica principalmente a,,¿Cuántos años de fundada tiene la empresa para la que trabaja?,"¿Cuál es su título en la empresa en la que trabaja actualmente?¿Por ejemplo que escribe usted en LinkedIn? Software Engineer, Frontend Engineer.",,"¿Cuál fue su título en la anterior empresa en la que trabajó?¿Por ejemplo que escribió usted en LinkedIn? Software Engineer, Frontend Engineer.",,¿Cómo considera su seniority?,,¿Se considera usted fundador en la empresa en la que trabaja?,"¿Qué porcentaje de su tiempo laboral se ocupa en las siguientes actividades?

Desarrollo de software: documentación, pruebas, código, code reviews, reuniones relacionadas a programación.
Gerencia de proyectos: reuniones con clientes, seguimiento de cronogramas y presupuestos, análisis y mitigación de riesgos, etc. 
Liderazgo técnico: mentoría a miembros junior, realización de code reviews, diseño de arquitectura.
Gerencia de ingeniería: contratación, motivación, objetivos, responsabilidades organizacionales y ejecutivas
",,,,¿Cuánto tiempo lleva en su cargo actual (incluyendo freelance)?,¿Cuántos años de experiencia en desarrollo de software profesional tiene?Incluyendo prácticas profesionales y consultorías,"¿En cuál de los siguientes lenguajes de programación ocupa la mayor parte de su tiempo laboral?Listado extraído de GitHut 2.0Si su respuesta es ""otro"" por favor use el nombre encontrado en List of programming languages in Wikipedia",,¿En qué otros lenguajes/tecnologías de desarrollo ocupa su tiempo laboral?No incluya lenguajes que use en su tiempo libre o hobbies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,¿Cuál es la tecnología/framework/biblioteca frontend que más utiliza en su tiempo laboral?No incluya tecnología/framework/biblioteca que use en su tiempo libre o hobbies.,,¿Cuál es la tecnología/framework/biblioteca backend que más utiliza en su tiempo laboral?No incluya tecnología/framework/biblioteca que use en su tiempo libre o hobbies.,,¿Cuál es la tecnología de base de datos /persistencia que más utiliza en su tiempo laboral?No incluya tecnología que use en su tiempo libre o hobbies.,,"En su última entrevista de trabajo, ¿qué tipo de entrevista presentó?",,Tipo de relación laboral,,"Su modo de trabajo es:Si su empresa tiene una política de trabajo en casa, pero no es muy flexible entonces su rol es presencial",Usted prefiere:,¿Cuántas horas trabaja por semana?,¿A usted le pagan en pesos colombianos (COP) o dólares (USD)?,"¿Cuánto es su remuneración en su ACTUAL trabajo?Salario ANUAL Base - Su salario mensual * 12 (sin incluir bono, o primas, ni deducir impuestos). Si usted gana 3 millones de pesos al mes, entonces su remuneración base es 36,000,000 de pesos al año si gana 3000 dolares, es 36000.Bonos ANUAL - No incluye su salario base. si ud gana 36 millones al año, y a fin de año clasifica a un bono de 10% entonces su remuneración adicional es de 3,600,000 pesos.Acciones - Conocido también como strike price, es decir el precio que le dieron al firmar la oferta y no el valor actual. Si tiene varios grants, use el precio del grant con más acciones.",,,"Actualmente, ¿cuáles beneficios (perks) pagados por su empleador tiene?Por favor seleccione únicamente los beneficios adicionales pagados por la empresa o empleador. No incluya beneficios que usted paga directamente o su empleador paga descontándole de su salario/remuneración.",,,,,,,,,,,,¿Usted preferiría que los beneficios (perks) anteriormente mencionados fuesen pagados en efectivo?,¿Quién paga su seguro de salud?,¿Quién paga sus pensiones y cesantías?,¿Tiene acciones (opciones/stock options/rsus) o dividendos de la empresa en la que trabaja actualmente como parte de su compensación?,¿Trabaja usted en proyectos freelance a pesar de tener un trabajo de tiempo completo?,"¿Cuanto fue el total de sus ingresos adicionales de proyectos freelance el año pasado?Utilice la misma moneda seleccionada anteriormente, 0 si no tuvo ingresos.",¿Siente que su salario ACTUAL es justo?,¿En qué sitio web busca oportunidades laborales principalmente?,,,,,,,,,,,"¿Cuánto fue su remuneración en su ANTERIOR trabajo?Si su actual trabajo es el primero que tiene responda esta pregunta con 0 en cada opción.Salario ANUAL Base - Su salario mensual * 12 (sin incluir bono, o primas, ni deducir impuestos). Si usted gana 3 millones de pesos al mes, entonces su remuneración base es 36,000,000 de pesos al año si gana 3000 dolares, es 36000.Bonos ANUAL - No incluye su salario base. si ud gana 36 millones al año, y a fin de año clasifica a un bono de 10% entonces su remuneración adicional es de 3,600,000 pesos.Acciones - Conocido también como strike price, es decir el precio que le dieron al firmar la oferta y no el valor actual. Si tiene varios grants, use el precio del grant con más acciones.",,,"¿Tiene título universitario, tecnológico o técnico?",¿Cuál es su máximo título alcanzado (graduado)?,"¿Estudió alguna carrera de pregrado relacionada a ingeniería de sistemas?Cualquier tipo de carrera con énfasis técnico cuenta como un SI (ingeniería de software, ingeniería electronica, mecatrónica, etc)","¿Estudió alguna carrera de pregrado relacionada a ingeniería de sistemas?Cualquier tipo de carrera con énfasis técnico cuenta como un SI (ingeniería de software, ingeniería electronica, mecatrónica, etc)","¿Estudió alguna carrera de POSTgrado relacionada a ingeniería de sistemas?Cualquier tipo de carrera con énfasis técnico cuenta como un SI (ingeniería de software, ingeniería electrónica, mecatrónica, etc). Si tiene un postgrado, pero no es relacionado a énfasis técnico, entonces la respuesta es NO.",¿Dónde aprendió desarrollo de software o programación?,,,,,,,Por favor indique en que bootcamp aprendió desarrollo de software o programación.,,,,,,,,,,,,¿Cuál de estas plataformas usa como fuente de conocimiento técnico?,,,,,,,,¿Cuál es su nivel de inglés para realizar conversaciones técnicas sobre software?,¿En qué ciudad/departamento/región de Colombia vive?,,¿Cuál es su país de procedencia?,,¿En qué año nació?,¿Con cúal pronombre prefiere que se refieran a usted?,¿Se considera usted parte de una minoría? ¿Cúal?
,,,Response,Response,Otro (especifique),Response,Response,Otro (especifique),Response,Otro (especifique),Response,Otro (especifique),Response,desarrollo de software,gerencia de proyectos,liderazgo técnico,gerencia de ingeniería,Response,Response,Response,Otro (especifique),ABAP,Assembly,C,C#,C++,Clojure,CoffeeScript,Coq,Dart,DM,Elixir,Elm,Emacs Lisp,Erlang,F#,Fortran,FreeMarker,Go,Groovy,Haskell,Java,JavaScript,Jsonnet,Julia,Kotlin,Lua,MATLAB,Nix,Objective-C,Objective-C++,OCaml,Perl,PHP,PowerShell,Puppet,Python,QML,R,Ruby,Rust,Scala,Shell,SQL,Swift,SystemVerilog,TSQL,TypeScript,Vala,Vim script,Visual Basic .NET,WebAssembly,Response,Otro (especifique),Response,Otro (especifique),Response,Otro (especifique),Response,Otro (especifique),Response,Otro (especifique),Response,Response,Open-Ended Response,Response,Salario ANUAL Base,Bonos ANUAL,Acciones,Medicina prepagada,Seguro de vida,Gimnasio,Clases de inglés,"Educación (libros, cursos, etc)","Alimentación (bonos, almuerzos, etc)","Salud mental (terapia, psicólogos)",Vacaciones adicionales a las de ley,Coworking,"Hardware (computador, celular, etc)",Servicio de Internet,Otro (especifique),Response,Response,Response,Response,Response,Open-Ended Response,Response,LinkedIn,"ColombiaDev, canal #trabajos",Computrabajo,Twitter,Torre,StackOverflow,Indeed,elempleo.com,Upwork,Facebook,Otro (especifique),Salario ANUAL Base,Bonos ANUAL,Acciones,Response,Response,Response,Response,Response,No desarrollo software,Colegio,Universidad,"Institución de Educación Superior (Sena, institutos técnicos, tecnológicos)","Bootcamp (Platzi master, Laboratoria, Pioneras Dev, etc)","Plataforma abierta (Youtube, FreeCodeCamp, Documentación oficial)","Plataforma de pago (Platzi, Udemy, Coursera, PluralSight, etc)",Make It Real,Holberton School,Platzi Master,FreecodeCamp,World Tech Makers,Acamica,Laboratoria,Bogota BootCamp,Code Your Future,Pioneras Dev,Udacity,Otro (especifique),Platzi,Udemy,FreecodeCamp,Coursera,Datacamp,Youtube,CodeCademy,Otro (especifique),Response,Response,Otro (especifique),Response,Otro (especifique),Open-Ended Response,Response,Open-Ended Response
12994465049,09/24/2021 06:52:52 PM,09/24/2021 07:06:25 PM,Empresa Colombiana con mercado Colombiano,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",,2 - 5,Frontend Developer/ Engineer,,Mi trabajo actual es mi primer empleo.,,Mid (intermedio),,No,60,10,20,10,Menos de 1 año,1+ año,JavaScript,,,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,React,,"Ninguna, no hago backend",,Firebase,,Home work (prueba técnica para desarrollar en casa),,Contrato a término indefinido,,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",Teletrabajo,48,Pesos,42000000,0,0,,,,,,,,,Coworking,"Hardware (computador, celular, etc)",,,"No, están bien como están",Mi empleador,Mi empleador,No,No,0,No,LinkedIn,,,,,,,,,,,0,0,0,Universitario,Maestría,,No,No,,,,,"Bootcamp (Platzi master, Laboratoria, Pioneras Dev, etc)",,,Make It Real,,,,,,,,,,,,Platzi,,,,,Youtube,,,Básico (puede leer documentación y código en inglés),Medellín,,Colombia,,1994,Ella (tradicionalmente se identifica como mujer),LGBTI
12993718573,09/24/2021 12:42:01 PM,09/24/2021 12:45:38 PM,Empresa Colombiana con mercado Colombiano,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",,Más de 10,Frontend Developer/ Engineer,,Frontend Developer/ Engineer,,Senior (Avanzado),,No,,,,,5 - 10 años,5 - 10 años,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TypeScript,,,,,Angular,,"Ninguna, no hago backend",,Firebase,,LiveCoding (prueba técnica con supervisión),,Contrato a término indefinido,,Presencial (ocupa más del 60% de su tiempo en una oficina),Trabajo remoto,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12993375661,09/24/2021 10:37:20 AM,09/24/2021 10:44:00 AM,Empresa extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",,2 - 5,Backend Developer/ Engineer,,Software Engineer/ Ingeniero de software,,Mid (intermedio),,No,100,0,0,0,Menos de 1 año,3 - 5 años,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,Next.js,,ExpressJS,,PostgreSQL,,Q & A (preguntas hecha por una persona),,Contratista internacional,,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",Teletrabajo,20,Dólares,24000,0,0,Medicina prepagada,,,,,,,,,,,,"No, están bien como están",Yo,Yo,No,Soy FreeLancer de tiempo completo,20000,Sí,LinkedIn,,,,,,,,,,,20000,0,0,Universitario,Maestría,,Sí,Sí,,,Universidad,,,,,,,,,,,,,,,,,,,,Coursera,,,,,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Medellín,,Colombia,,1985,Él (tradicionalmente se identifica como hombre),no
12992015424,09/23/2021 11:33:07 PM,09/23/2021 11:38:17 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,,Más de 10,Software Engineer,,Backend Developer/ Engineer,,Mid (intermedio),,No,100,0,0,0,Menos de 1 año,3 - 5 años,Python,,,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vue.js,,Django,,PostgreSQL,,Home work (prueba técnica para desarrollar en casa),,Contrato a término indefinido,,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",Trabajo remoto,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12982331130,09/20/2021 06:44:44 PM,09/20/2021 07:06:33 PM,Empresa Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,,Más de 10,QA / Tester Engineer,,Full Stack Developer/ Engineer,,Junior (Principiante),,No,60,25,5,10,Menos de 1 año,2+ años,Java,,,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,,"Ninguna, no hago frontend",,"Ninguna, no hago backend",,PostgreSQL,,Q & A (preguntas hecha por una persona),,Contrato a término indefinido,,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",Teletrabajo,45,Pesos,21600000,3600000,1800000,,,,,"Educación (libros, cursos, etc)","Alimentación (bonos, almuerzos, etc)",,,Coworking,"Hardware (computador, celular, etc)",Servicio de Internet,,"Sí, preferiría que fuera en efectivo",Yo,Yo,No,Sí,800000,No,LinkedIn,,Computrabajo,,,,,,,,,0,0,0,Estoy estudiando,Bachiller,,,,,,Universidad,,,"Plataforma abierta (Youtube, FreeCodeCamp, Documentación oficial)",,,,,,,,,,,,,,,Udemy,FreecodeCamp,,,Youtube,,,Básico (puede leer documentación y código en inglés),Medellín,,Colombia,,2000,Él (tradicionalmente se identifica como hombre),afrodescendiente
12981117823,09/20/2021 10:27:50 AM,09/20/2021 11:16:58 AM,Empresa extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",,Más de 10,QA / Tester Engineer,,QA / Tester Engineer,,Mid (intermedio),,No,90,5,5,0,Menos de 1 año,3 - 5 años,TypeScript,,,,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ninguna, no hago frontend",,"Ninguna, no hago backend",,"Ninguna, no hago nada de base de datos / persistencia.",,Q & A (preguntas hecha por una persona),,"Contrato a término indefinido con empresa local, pero trabajo para empresa extranjera",,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",Trabajo remoto,42,Pesos,64800000,0,0,Medicina prepagada,Seguro de vida,,,,,,,,"Hardware (computador, celular, etc)",,,"Sí, preferiría que fuera en efectivo",Mi empleador,Mi empleador,No,No,0,No,LinkedIn,,,,,,,,,,,51600000,0,0,Universitario,Pregrado,Sí,,,,,Universidad,,,,,,,,,,,,,,,,,,,,,,Youtube,,,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Medellín,,Colombia,,1994,Ella (tradicionalmente se identifica como mujer),No
12981194677,09/20/2021 10:53:45 AM,09/20/2021 11:08:57 AM,Empresa Colombiana con mercado global,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",,Más de 10,QA / Tester Engineer,,Analyst / Analista,,Junior (Principiante),,No,100,0,0,0,2+ años,2+ años,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowerShell,,,,,,,,,SQL,,,,,,,,,"Ninguna, no hago frontend",,Otro (especifique),Pruebas automatizadas en Katalon con Java,PostgreSQL,,Q & A (preguntas hecha por una persona),,"Contrato a término indefinido con empresa local, pero trabajo para empresa extranjera",,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",Trabajo flexible,45,Pesos,48000000,4000000,0,Medicina prepagada,,Gimnasio,Clases de inglés,"Educación (libros, cursos, etc)","Alimentación (bonos, almuerzos, etc)","Salud mental (terapia, psicólogos)",,,"Hardware (computador, celular, etc)",,,"No, están bien como están",Mi empleador,Mi empleador,No,No,0,Sí,LinkedIn,,Computrabajo,,,,Indeed,elempleo.com,,,,22200000,1850000,0,Técnico,Técnico,,,,,,,"Institución de Educación Superior (Sena, institutos técnicos, tecnológicos)","Bootcamp (Platzi master, Laboratoria, Pioneras Dev, etc)","Plataforma abierta (Youtube, FreeCodeCamp, Documentación oficial)","Plataforma de pago (Platzi, Udemy, Coursera, PluralSight, etc)",,,,,,,,,,,,,,Udemy,,Coursera,,Youtube,,Acamica,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Medellín,,Colombia,,1993,Ella (tradicionalmente se identifica como mujer),No
12981123858,09/20/2021 10:29:55 AM,09/20/2021 10:43:00 AM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,,Más de 10,Backend Developer/ Engineer,,Full Stack Developer/ Engineer,,Mid (intermedio),,No,55,2,20,23,Menos de 1 año,3 - 5 años,Java,,,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,TypeScript,,,,,Angular,,NestJS,,Firebase,,Online Test (prueba técnica sin supervisión),,Contrato a término indefinido,,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",Trabajo flexible,45,Pesos,96000000,0,0,Medicina prepagada,Seguro de vida,Gimnasio,Clases de inglés,"Educación (libros, cursos, etc)",,"Salud mental (terapia, psicólogos)",,,,Servicio de Internet,,"No, están bien como están",Mi empleador,Yo,No,No,0,Sí,LinkedIn,,,Twitter,,,,,,,,42000000,0,0,Universitario,Pregrado,Sí,,,,,Universidad,,"Bootcamp (Platzi master, Laboratoria, Pioneras Dev, etc)","Plataforma abierta (Youtube, FreeCodeCamp, Documentación oficial)","Plataforma de pago (Platzi, Udemy, Coursera, PluralSight, etc)",,,,,,,,,,,,,Platzi,Udemy,FreecodeCamp,Coursera,Datacamp,Youtube,CodeCademy,Pluralsight,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Medellín,,Colombia,,1994,Él (tradicionalmente se identifica como hombre),No
12978588177,09/19/2021 01:03:46 AM,09/19/2021 01:13:01 AM,Empresa extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",,5 - 10,Frontend Developer/ Engineer,,Frontend Developer/ Engineer,,Senior (Avanzado),,No,80,5,15,0,Menos de 1 año,3 - 5 años,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,React,,"Ninguna, no hago backend",,"Ninguna, no hago nada de base de datos / persistencia.",,LiveCoding (prueba técnica con supervisión),,Contrato a término indefinido,,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",Trabajo flexible,32,Pesos,55000000,0,0,Medicina prepagada,,,,,,,,Coworking,"Hardware (computador, celular, etc)",,,"No, están bien como están",Mi empleador,Mi empleador,Sí - stock options,No,0,No,LinkedIn,,,Twitter,,StackOverflow,,,,,,50000000,0,0,Ninguno,Bachiller,,,,,,,,,,"Plataforma de pago (Platzi, Udemy, Coursera, PluralSight, etc)",,,,,,,,,,,,,Platzi,,,,,Youtube,,,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá,,Venezuela,,2000,Él (tradicionalmente se identifica como hombre),
